aba	acostamento/berma/bainha/margem/borda
artigo	reportagem/importação/estoque/estória/inventário/relato/mercadoria/produto/noticiário/carregamento/contrabando/editorial/exportação/frete/louça/genérico/mercadoria/tecido/carga/coluna/futuro
artiodáctilos	camelus/hipopótamo/hipopótamo-comum/lhama/pecari/ruminantes/tayassuidae/camelo/ruminante/suíno/porco
artiodátilo	camelus/hipopótamo/hipopótamo-comum/lhama/pecari/ruminantes/tayassuidae/camelo/ruminante/suíno/porco
artiodátilos	camelus/hipopótamo/hipopótamo-comum/lhama/pecari/ruminantes/tayassuidae/camelo/ruminante/suíno/porco
artista	fotógrafa/fotógrafo/musico/músico/pintora/mediador/músico/pintor/intérprete/mestre/actriz/atriz/canastrão/construtivista/escultor/humorista/ilustrador/ilustradores/mambembe/ornamentador/ator/comediante/decorador/fantasiado/mímico/desenhista/cômico/mímica/extra/atração/clássico/estrela
artropode	insectos/insetos/hemípteros/insecto/inseto/aracnideos/aracnídeos/aranha-do-mar/centopeia/centopéia/centípede/crustáceo/crustáceos/diplópode/instar/lacraia/merostomata/onychophora/pycnogonida/quilópode/tardigrada/trilobita/ínstar/aracnídeo
artrópode	insectos/insetos/hemípteros/insecto/inseto/aracnideos/aracnídeos/aranha-do-mar/centopeia/centopéia/centípede/crustáceo/crustáceos/diplópode/instar/lacraia/merostomata/onychophora/pycnogonida/quilópode/tardigrada/trilobita/ínstar/aracnídeo
artrópodes	insectos/insetos/hemípteros/insecto/inseto/aracnideos/aracnídeos/aranha-do-mar/centopeia/centopéia/centípede/crustáceo/crustáceos/diplópode/instar/lacraia/merostomata/onychophora/pycnogonida/quilópode/tardigrada/trilobita/ínstar/aracnídeo
artéria	aorta/arteríola
artífice	carroceiro/ceramista/encadernador/encanador/escavador/estofador/folheador/frisador/latoeiro/luthier/mação/oleiro/picheleiro/soldador/tanoeiro/taxidermista/tecelã/tecelão/vidraceiro/bombeiro/cabeleireira/carpinteiro/funileiro/moleiro/pedreiro/relojoeiro/artesão/cabeleireiro/mecânico
arvoreta	rosa/rosas/rosa/alcaparra/buxo/bérberis/empetrum/eufórbio/fuchsia/fúchsia/gardênia/hortênsia/jasmim/jasmim-da-noite/kolkwitzia/lavanda/madressilva/mamona/medronho/mesquite/mimosa/oxicoco/patchouli/pilriteiro/podocytisus/pyracantha/rododentro/rooibos/sarcobatus/streptosolen/tamarga/tamargueira/tamarilho/tamarisco/tamariz/tojal/tojo/tramaga/tramagueira/urze/uva-espim/cânhamo/feijoa/jujuba/malva/medronheiro/pimentão/zimbro/charneca/coca/groselheira/lilás/pimenta/algodão/maconha/mirtilo
asa	élitro
ascendencia	supremacia/monopólio/domínio/tirania/absolutismo/predominância/despotismo
ascensão	escalada
asco	revulsão/abominação/repulsa/aversão/detestação/execração/horror/repulsão/enjôo/repugnância/náusea/ódio/abominação/repulsa/aversão
asilo	barraco/casebre/guarida/tenda/cabana/choupana/choça/barraca/santuário/refúgio/mucambo/oásis/barraca
aspecto	efeito/cor/rosto/aparência/impressão/feiura/feiúra/beleza/deformidade/perspectiva/semblante/elaboração/formato/superfície/verniz/face/perfeito/defeito/cor/rosto/aparência
aspiração	ambição
assalariado	balconista/caixeiro/barman/boy/bárman/entregador/portaria/escriba/ferroviário/mercenário/obreiro/varredor/datilógrafo/jardineiro/redator/vendedor/empregado/trabalhador/operário
assassinato	sacrificio/suicídio/auto-destruição/sacrifício/massacre/carnificina/electrocussão/eletrocução/eliminacao/envenenamento/eutanásia/fratricídio/genocídio/genocídios/infanticidio/infanticídio/linchagem/linchamento/regicidas/regicídio/sufocamento/tiranicídio/decapitação/infanticida/asfixia/massacre/homicídio/matar/morte
assassínio	massacre/carnificina/eliminacao/fratricídio/infanticidio/infanticídio/linchagem/linchamento/regicidas/regicídio/tiranicídio/infanticida/assassinato/massacre
assembleia	juizado/legislatura/tribunal/corte/areópago/coven/concílio/juizado/assembléia/capítulo/câmara
assembléia	juizado/legislatura/tribunal/encontro/corte/reunião/areópago/coven/congregação/convocação/mobilização/concílio/juizado/capítulo/câmara/concentração/reunião
assento	banqueta/banquinho/cadeirão/canapé/tamborete/poltrona/sofá/banco/cadeira/poleiro
asserção	manifesto/pronunciamento/ameaça
assessoramento	repreensão/recomendação
assimetria	obliquidade/obliqüidade/irregularidade
assintência	manicuro/pedicuro/seguro-saúde/alimentação/nutrição/tratamento
assistente	manequim/secretário/secretária/modelo/coadjutor/comparsa/doula/facilitador/ajudante/cúmplice/subordinado/peão/suplente/empregado/substituto/auxiliar/ponto
assistência	consolação/consolo/apoio/mão/ajuda/conforto/suporte/serviço/auto-ajuda/facilitação/alojamento/socorro/ajuda/misericórdia/piedade/recurso
associado	aliada/participante/membro/aliado/colega/acessória/fellow/colaborador/parceiro/colega
associação	guilda/clube/sociedade/ordem/asean/compania/consórcio/cooperativas/cooperativismo/grêmio/gangue/sindicato/instituição/legião/liga/quadrilha/instituto/ordem
assunto	abaixo-assinado/aconselhamento/disparate/insensatez/narrativa/narração/postulação/requerimento/significância/submissão/tolice/bobagem/propaganda/requisição/significação/solicitação/conselho/direção/matéria/promoção/publicidade/tópico/besteira/petição/tema/informação/apelo/opinião/significado/anúncio/entrada/história/intenção/desrespeito/excurso/lembrete/ponto-cego/recusa/bobagem/parêntese/proposta/afirmação/aplauso/besteira/reconhecimento/tema/declaração/humor/instrução/questão/área/aprovação
astro	planeta/estrela/asteroide/planetesimal/quasar/quasares/asteróide/planeta/satélites/satélite/estrela
astucidade	astúcia/acume
astúcia	acume
ataque	apoplexia/avc/paroxismo/derrame/convulsão/crise/blitzkrieg/oclusão/bombardeio/contra-ataque/tiro/convulsão/erupção/invasão/carga
atitude	mentalidade/postura/cultura/tendência/posição/asana/ectopia/paternalismo/ásana/deferência/intolerância/irreverência/orientação/postura/tolerância/aceitação/respeito/posição
atividade	abastecimento/didáctica/ensinamento/ingestão/posicionamento/sobrevivencia/treinamento/treino/trâmite/agressão/interação/protecção/provimento/auxílio/conduta/consumo/desempenho/desvio/ensino/feito/ofício/pedagogia/performance/socorro/colocação/conquista/façanha/fornecimento/ajuda/comportamento/educação/hostilidade/oposição/procedimento/processo/profissão/esforço/instrução/liderança/manobra/ocupação/preparação/proteção/assistência/costume/criação/emprego/função/solo/tentativa/corrente/execução/formação/hábito/operação/papel/realização/curso/jogo/serviço/trabalho/lugar/caminho/acidificação/aeração/agrupamento/amaciamento/apodrecimento/arejamento/atos/bruxismo/busque/calibração/centrifugação/choro/coagulação/coagulação-floculação/contratação/controlo/cromatografia/curação/delito/delícia/desabafo/desmagnetização/dessorção/dinamismo/dispersão/efervescência/eletroforese/endurecimento/expectoração/extracção/fagocitose/feitos/filtração/floculação/fluxos/galhofa/ionização/jogos/lacrimejamento/lactação/lixiviação/mensuração/oxigenação/peristalse/peristaltismo/pinocitose/prosseguimento/recreaçao/retroalimentação/sinergia/sorção/supuração/ultrapassagem/vampirismo/absorção/adiabático/adoração/adsorção/amparo/captura/civilidade/condensação/consulta/convecção/código-fonte/desintegração/desperdício/destilação/esgrima/fossilização/funcionamento/gentileza/hiperatividade/medição/obras/ocultação/polidez/praia/putrefação/suor/transa/transgressão/uso/utilização/atuação/cerimônia/chegada/delicadeza/demanda/deterioração/difusão/diversão/escrita/oscilação/precedência/selecção/variação/vinda/decomposição/erupção/expulsão/imersão/luto/música/pranto/prazer/procura/transpiração/zumbido/amabilidade/animação/bondade/comportamento/continuação/divertimento/economia/escolha/medida/purificação/reação/representação/seleção/sucessão/vez/acompanhamento/extinção/ocupação/preparação/respiração/retorno/sexo/suporte/buscar/coisa/emprego/resposta/tarefa/formação/interpretação/operação/fonte/mercado/organização/controle/ataque/final/jogo/procurar/trabalho/último/mudança
atleta	corredor/akrobata/amadorismo/basquetebolista/beisebolistas/esportista/esportiva/esquiador/futebolista/ginasta/pentatleta/tenista/acrobata/alpinista/amador/desportista/escalador/nadador/esportivo/jogador/patinador/ponteiro/olímpico/ponta
ato	acta/critica/decreto/trâmite/agressão/interação/parto/conduta/desempenho/feito/juízo/performance/conquista/façanha/rejeição/hostilidade/oposição/recuperação/julgamento/corrente/execução/partida/produção/realização/curso/caminho/bruxismo/busque/comunicado/contratação/descobrimento/efetuação/equalizador/equalização/estatuo/exumação/forfeit/insucesso/legitimação/mitzvá/paralização/vampirismo/causalidade/civilidade/consulta/descoberta/distribuição/escapatória/escape/esgrima/estatuto/gentileza/implementação/interferência/nulidade/ociosidade/paralisação/polidez/propulsão/uso/acção/atrapalhação/chegada/delicadeza/motivação/permanência/selecção/vinda/comunicação/eliminação/fuga/impulsão/amabilidade/bondade/contato/disposição/economia/emergência/escolha/habitação/impedimento/seleção/atividade/ocupação/toque/coisa/falha/causa/execução/aquisição/ação/parada/perda/realização/mudança
ator	actriz/atriz/canastrão/mambembe/comediante/fantasiado/mímico/cômico/mímica/extra/estrela
atrapalhação	lombada/prevenção/antagonismo/frustração/obstrução/complicação/obstáculo
atraso	procrastinação/adiamento/interrupção/pausa
atribuição	alocação/mesada/pensão/quinhão/tranche/ração/esmola/forma/porção/parte
atributo	feição/isotropia/peculiaridade/temperamento/constituição/fraqueza/grandeza/característica/odor/cheiro/composição/estrutura/idade/personalidade/magnitude/pessoa/grau/qualidade/concentração/força/número/analiticidade/anisotropia/comestibilidade/conectividade/ethos/hereditariedade/hidrofobicidade/selectividade/seletividade/sustentabilidade/viabilidade/ambiência/consistência/viscosidade/dualidade/formato/salinidade/maturidade/plenitude/forma/situação/condição/espaço/estado/infinito/maneira/herança/riqueza/propriedade/qualidade/estilo/tendência/tempo
atuação	concertos/concerto/show/esquete/estréia/pantomima/reconstituição/estreia/heroísmo/recital/rotina/caracterização/mímica/imitação/personificação/ato/interpretação/número
audiências	casa
aula	seminário/propedêutica
aumento	ampliação/acréscimo/expansão/acumulação/pulo/salto/enaltecimento/engrandecimento/ganho/reavaliação/suplementação/amplificação/intensificação/proliferação/reforço/suplemento/adição/exagero/expansão/inclusão/multiplicação/reavaliação/acumulação/acúmulo/concentração
ausência	penúria/escassez/fome/falta/carência/absenteísmo/absentismo/omissão/descuido/escassez/deficiência/falta/carência/negligência
auto	ambulancia/taxi/ambulância/compacto/táxi/calhambeque/conversível/coupé/cupê/jipe/limusina/limusine/monovolume/s.u.v/sedan/sedã/suv/patrulha/viatura/carro
auto-estima	brio/pundonor/dignidade/egoísmo/autoestima/presunção/vaidade
automotora	vagão/carruagem
automóvel	ambulancia/taxi/ambulância/compacto/táxi/calhambeque/conversível/coupé/cupê/jipe/limusina/limusine/monovolume/s.u.v/sedan/sedã/suv/patrulha/vagão/viatura/carro/carruagem
autonomia	autogoverno/autodeterminação
autor	ghost-writer/ghostwriter/argumentista/autora/biografista/biógrafo/dramaturgo/dramaturgos/ensaísta/folclorista/letrista/libretista/novelista/periodista/poetas/tratadista/comentarista/poeta/poetisa/escritor/jornalista
autoridade	assessor/conselheiro/consultor/orientador/abrogador/alocador/connaisseur/julgador/paxá/conhecedor/entendido/mandatário/papa/perito/avaliador/distribuidor/mestre/professor
autorização	habilitação/licenciamento/permissão/delegação/sanção/licença
autóctone	filipino/russo
auxílio	apoio/mão/ajuda/suporte/serviço/auto-ajuda/facilitação/alojamento/socorro/ajuda/assistência/recurso
aval	segurança
avaliador	juiz/árbitro/crítico
avaliação	capitalização
avanço	carriera/eixo-badeixo/carniça/empurrão/marcha/progresso
avaria	detrimento/deformação/prejuízo
ave	arqueopterix/galináceo/passeriformes/struthioniformes/papagaio
aversão	desdém/escárnio/revulsão/abominação/desprezo/repulsa/alheamento/alienação/animosidade/antipatia/detestação/execração/horror/misoginia/misoneísmo/nojo/ojeriza/quezília/rancor/repulsão/resentimento/tecnofobia/asco/desaprovação/enjôo/inimizade/mizantropeco/repugnância/agressividade/amargura/antagonismo/náusea/ressentimento/ódio/abominação/desprezo/hostilidade/repulsa/maldade
avião	bombardeiro/biplano/bogie/hidroaviões/monoplano/truque/hidroavião/caça
avó	vovozinha/vovó/vovô/avô
avós	vovozinha/vovó/vovô/avó/avô
avô	vovozinha/vovó/vovô/avó
azar	lástima/calamidade/cataclismo/catástrofes/tragédia/catástrofe/flagelo/desastre/pena/zica/adversidade/soco/bomba/infortúnio/acidente
aço	cantoneira
açoite	azorrague/cat/cinta
ação	critica/sobrevivencia/trâmite/agressão/interação/parto/conduta/desempenho/desvio/feito/juízo/performance/conquista/façanha/rejeição/hostilidade/oposição/recuperação/julgamento/corrente/execução/partida/produção/realização/curso/caminho/acidificação/aeração/amaciamento/apodrecimento/arejamento/bruxismo/busque/centrifugação/coagulação/coagulação-floculação/comunicado/contratação/cromatografia/descobrimento/desmagnetização/dessorção/dispersão/efervescência/efetuação/eletroforese/endurecimento/equalizador/equalização/extracção/exumação/filtração/floculação/fluxos/forfeit/insucesso/ionização/jogos/legitimação/lixiviação/mitzvá/oxigenação/paralização/retroalimentação/sinergia/sorção/ultrapassagem/vampirismo/absorção/adiabático/adsorção/captura/causalidade/civilidade/condensação/consulta/convecção/código-fonte/descoberta/desintegração/destilação/distribuição/escapatória/escape/esgrima/fossilização/funcionamento/gentileza/implementação/interferência/ociosidade/paralisação/polidez/propulsão/putrefação/uso/acção/atrapalhação/chegada/delicadeza/deterioração/difusão/motivação/oscilação/permanência/selecção/vinda/comunicação/decomposição/eliminação/erupção/fuga/imersão/impulsão/transpiração/zumbido/amabilidade/bondade/comportamento/contato/disposição/economia/emergência/escolha/habitação/impedimento/purificação/seleção/sucessão/atividade/extinção/ocupação/retorno/toque/ato/coisa/falha/causa/execução/formação/aquisição/fonte/parada/perda/realização/jogo/mudança
açúcar	açúcardebeterraba
bagunça	comoção/zona/confusão/acloridria/anarquia/colestase/disfagia/disúria/engasgo/hidrocele/hiperatividade/hiperatividade/instabilidade/turbulência/discórdia/doença
baile	mambo/coreografia/adágio
bairro	judiaria/feudo/gueto/favela/paisagem/proximidade/rua/vizinhança
baixada	voçoroca/cânion/ravina/vale/barranco
bala	algodão-doce/bombom/chicla/chuinga/fudge/marshmallow/marzipã/pastilha/pirulito/chiclete/trufa/caramelo
balada	cocktail/banquete/baile/festa
banda	coirela/listrão/fita/mainel/cinta/fita/faixa
banheiro	retrete/sanita
barco	balsa/barca/barcaça/bateira/canhoneira/canoa/capitânia/cargueiro/coracle/draga-minas/góndola/navio-almirante/pinaça/quebra-gelo/baleeiro/bote/escaler/gôndola/junco/rebocador/vapor/show
barra	haste/pau/vara/cabo/biela/bordão/varinha/vareta/pau/vara
barraca	tipi/choupana/pavilhão
barranco	outeiro/planalto/colina
barreira	sebe/sebes/estacada/paliçada/cerca/balaustrada/barricada/carril/corrimão/guarda-lama/represa/barragem/barricada/dique/eclusa/molhe/muro/quebra-mar/grade/obstáculo
