1940s	decênio/década
bauxita	minérios/mineral
baço	humor
baú	caixa
beberagem	mixagem/mistura
bebida	ingestão/consumo/nutriente/comida/alimento/porção
bebop	jazz
bebé	criança/filho/menino
bebê	alguém/descendência/indivíduo/alma/criança/descendente/filho/projeto/pessoa/tarefa/menino
beethoven	música
begônia	flor
beisebol	bola
beisebolistas	atleta/desportista/jogador/participante
beleza	semblante/aspecto/aparência/mulher
beliche	cama/leito
beligerante	alguém/indivíduo/alma/pessoa
beluga	delfim/delphinidae/boto/golfinho
bem	possessão/propriedade
bem-aventuranças	locução/provérbio/ditado/expressão/idioma
bem-estar	eudemonismo/saúde
bem-vindo	saudação
benchmark	referência
benefício	vantagem/virtude/propriedade/recurso/bem
benevolência	bondade/virtude
bengala	bastão/pau/vara
bentonita	argila/greda
benzina	carburante/combustível
berilio	metal/metais
berilo	minérios/mineral
berimbau	instrumento
berkélio	metal/metais
berlinde	bola
bermuda	short/shorts
berquelio	metal/metais
berquélio	metal/metais
berço	procedência/raiz/nascente/fonte
berílio	metal/metais
besoiro	insectos/insetos/hemípteros/insecto/inseto
besouro	insectos/insetos/hemípteros/insecto/inseto
besta	arco
beta	caracter/caractér/carácter/letra
betoneira	maquinaria/máquina
betume	minérios/mineral
betão	formigão/concreto
bezerra	vaca
biberão	vasilhame/vasilha/vaso
bibliografia	listagem/lista
bibliografias	listagem/lista
biblioteca	colecção/aposento/prédio/coleção/aglomeração/edifício/acúmulo/quarto/sala
bibliotecário	profissional
bibliotecários	profissional
bibliófilo	estudioso/erudito/especialista/acadêmico
bibliógrafo	estudioso/erudito/especialista/acadêmico
bicentenário	aniversário
bicha	alguém/fila/indivíduo/alma/pessoa/linha
bichas-cadelas	insectos/insetos/hemípteros/insecto/inseto
bicho	insectos/insetos/hemípteros/insecto/inseto
bicho-preguiça	hesitação/aversão
bicicleta	bici/biciclo
bicúspide	dentes/dente
bienal	flora/planta/vegetal
bife	vianda/bifsteque/filé/carne
bifocais	óculos
bifocal	óculos
bifsteque	filé/bife
biga	viga/trave
bigamia	conúbio/matrimónio/matrimônio/casal/casamento
bilha	garrafa/biberão/botelha/frasco/garrafa
bilhetaria	janela
bilheteira	escritório/janela
bilheteria	janela
bimestre	etapa/tempo/período
bimilenio	etapa/tempo/período
binómio	soma/quantidade/número
binômio	soma/quantidade/número
biodiversidade	diversidade
bioengenharia	engenharia/tecnologia
bioestatística	estatística/estatísticas/estatística
biofísica	física
biografia	crónica/crônica
biografista	autor/escritor
biologia	colecção/coleção/aglomeração/acúmulo
biologista	cientista
biomassa	carburante/combustível
biometria	estatística/estatísticas/estatística
biorremediação	tratamento
biossegurança	segurança
biota	colecção/coleção/aglomeração/acúmulo
biotecnologia	engenharia/tecnologia
bioética	etica/ética
biplano	aeroplano/avião
biquerão	peixe
bis	desempenho/performance/interpretação/apresentação
biscate	ofício/profissão/ocupação/emprego/função/serviço/trabalho/lugar
biscoito	bolo
bisel	aresta
bismuto	metal/metais
bisso	thread/fibras/fibra
bistrô	restaurante
biógrafo	autor/escritor
biólogo	cientista
biónica	engenharia/tecnologia
biônica	engenharia/tecnologia
blastema	célula
blastómero	célula
blastômero	célula
blecaute	avaria
blecautes	avaria
blenda	minérios/mineral
blitzkrieg	ataque
bloco	colecção/coleção/aglomeração/acúmulo/papel
blog	diários/diário
blogs	diários/diário
blogue	diários/diário
blogueira	alguém/indivíduo/alma/pessoa
blogueiro	alguém/indivíduo/alma/pessoa
bloguista	alguém/indivíduo/alma/pessoa
bloqueador	medicamento/remédio
bloqueio	combate/batalha
blush	maquiagem/maquilagem/cosmético
blástula	embriões/embrião
boato	bisbilhotice/bisbolhetice/fofoca
bobagem	equívoco/engano/falha/erro
bobeira	feição/peculiaridade
bobine	edifício/tecido/estrutura
bocal	nariz/olfato
bocaréu	peixe
bochecha	traço
boda	cerimónia/cerimônia/festa
bodas	nupcias/casamento
bode	cabrito/cabra
bodoque	brinquedo
bofetada	porrada/golpe
bogie	aeronave/aeroplano/avião
boi	vacas/bovinos/gado
boia	referência
boicote	protesto
boina	quepe/barrete/boné
bola	brinquedo/orbe/esfera
bolacha	bolo
bolada	aposta
bolbo	caule/tronco
boleadeira	toa/corda/cabo
boleia	passeio
boletim	estória/relato/informação/artigo
bolha	flaw/defeito/falha/erro
boliche	jogo
bolinho	feito/conquista/façanha/realização
bolo	aposta
bolota	fruto/fruta
bolsa	ajuda
bolsista	pupilo/aluno/estudante
bolão	aposta
bomba	bombagem/bombas
bombardeio	ataque
bombardeiro	aeroplano/avião
bombas	bombagem/bomba
bombeiro	artesão/artífice
bombo	membranofone/tímpano/tambor
boneca	brinquedo/boneco
boneco	brinquedo/boneca
bongô	membranofone/tímpano/tambor
bonsai	árvore
boné	quepe/barrete
booker	agente
boom	prosperidade
borax	minérios/mineral
borda	fronteira/limite
bordel	prédio/edifício
bordão	lemas/mote/cambial/lema
bordéus	vinho
borla	quepe/barrete/boné
borra	sedimento/depósito
borragem	erva
borrasca	vento
borrego	vianda/carne
borrifo	ruído
borsch	sopa
bosque	flora/vegetação/chão/relevo/solo/terra
bosão	partículas/partícula
botadeira	galinha
bote	embarcações/embarcação/navios/navio/barco
boteco	prédio/edifício
botelha	vasilhame/vasilha/vaso
botica	boutique/loja/venda
boto	delfim/delphinidae/golfinho
botão	interruptor/chave
boutique	shopping/loja/venda
boy	assalariado/empregado/operário
branco	alguém/indivíduo/linhagem/raça/alma/pessoa/homem/povo
brancos	linhagem/raça/povo
braço	membro/perna
brecho	boutique/loja/venda
brie	queijo
briga	peleja/pugna/objeção/disputa/combate/batalha/luta
brigadegalo	combate/partida/jogo/luta
brilho	inteligência
brinde	dádiva/dom/doação/presente/aquisição
brioche	pãozinho
brisa	aragem/maresia/zefir/zéfiro/vento
brocado	têxteis/pano/tecido/fazenda
brochura	livros/livro
brokat	têxteis/pano/tecido/fazenda
broncodilatador	medicamento/remédio
broncodilatadores	medicamento/remédio
broncopneumonia	pneumonia
bronze	adorno/ornato/escultura/ornamento/decoração
brotação	ontogenia/ontogénese/crescimento
broto	departamento/divisão
bruma	nevoeiro/névoa/neblina
bruna	alguém/indivíduo/alma/pessoa
brunch	repasto/refeição
brutamontes	homem
bubo	bufo/corujas/corujão/estrige/mocho/coruja/strigiformes
budismo	religião/fé
bufete	alfaia/movéis/mobília/mobiliário/móvel
buffet	repasto/refeição
bufão	tolo/bobo/imbecil/idiota/estúpido
bujão	comentário/observação
bulas	acta/decreto
bule	pote
bumbo	membranofone/tímpano/tambor
buraco	depressão/espaço
burburinho	ruído
burgomestre	prefeito
burguesia	estrato/classe
burocracia	organização
burocrata	funcionário/serventuário
burrice	equívoco/engano/falha/erro
burrito	prato
buscador	alguém/indivíduo/alma/pessoa
busto	escultura
butano	carburante/combustível
buxo	arvoreta/arbusto/mato/moita
buzina	alarme
báculo	vareta
bário	metal/metais
bárman	assalariado/empregado/operário
bérberis	arvoreta/arbusto/mato/moita
bétula	árvore/madeira
bênção	carola
bígamo	cónjuge/consorte/cônjuge/esposa/esposo/marido/companheiro
bócio	doenças/doença
bóia	referência
bónus	mostra/amostra
bórax	minérios/mineral
bóson	partículas/partícula
bósons	partículas/partícula
cabaceiro	garrafa/biberão/botelha/frasco/garrafa
cabalista	especialista
cabana	vivenda/habitação/casa
cabaça	garrafa/biberão/botelha/frasco/garrafa
cabeceira	painel
cabeleireira	artesão/artífice
cabeleireiro	artesão/artífice
cabeça	cognição/líder/noção/pico/chefe/ponta/conhecimento/compreensão
cabeça-de-cobra	peixe
cabimento	intercorrência/opção/alternativa/eleição/escolha
cabine	compartimento
cabo	toa/chão/relevo/corda/solo/terra
cabra	bode/cabrito/bode
cabrita	bode/cabrito/cabra/bode
cabrito	bode/cabra/bode
cacau	bebida
cacete	clava/porrete
cache	cobre/divisa/moeda/dinheiro
cacho	cabelo/dobra
cachorro-quente	enchidos/lingüiça/salsicha
cacique	líder/chefe
caco	peça/pedaço
cad	software/programa
cadafalso	palanque/tablado/tribuna
cadastro	registro
cadeado	fechadura
cadeia	prisão/prisões/presídio/xadrez/prisão
cadeira	alfaia/encosto/movéis/mobília/apoio/mobiliário/assento/móvel/suporte
cadeirão	assento/cadeira
caderno	livros/livro
cadinho	vasilhame/vasilha/vaso
cadmio	metal/metais
cadáver	defunto/morto/corpo
cafeteria	restaurante
cafetão	culpado
café	lanche/merenda/restaurante/árvore/semente/bebida/fruta
cafés	restaurante
cais	palanque/tablado/tribuna
caixa	membranofone/tímpano/tambor
caixa-forte	caixa
caixeiro	assalariado/empregado/operário
caixotão	painel
caixão	caixa
calabouço	aposento/masmorra/cela/quarto/sala
calafrio	consternação/temor/terror/medo
calamina	minérios/mineral
calcio	metal/metais
calcocita	minérios/mineral
calcopirita	minérios/mineral
calculador	maquinaria/máquina
calculadora	maquinaria/máquina
calculadoras	maquinaria/máquina
calculista	maquinaria/máquina
calcâneo	osso
caldeira	vasilhame/vasilha/vaso
caldeiras	vasilhame/pote/vasilha/vaso
caldeirão	pote
caldo	sopa
calefação	calefacção/aquecimento
caleidoscopio	brinquedo
caleidoscópio	brinquedo
calendário	listagem/lista/maquinaria/tabela/máquina
calha	trincheira
calhambeque	auto/automóvel/viatura/carro/veículo
calibre	grau
californio	metal/metais
califórnio	metal/metais
calma	calada/sossego/temperamento/silêncio/disposição
calmante	medicamento/remédio
calor	temperatura
calúnia	ataque
camaleão	alguém/indivíduo/alma/pessoa
camarada	alguém/indivíduo/alma/pessoa
camareiro	ama/arrumadeira/camareira/criada/empregada
camarim	aposento/quarto/sala
camarote	cama/compartimento/leito
cambial	locução/provérbio/ditado/expressão/idioma
cambraia	têxteis/pano/tecido/fazenda
came	conscrição/alistamento
camelô	fornecedor/vendedor/comerciante
camembert	queijo
caminho	trâmite/jeito/conduta/via/modo/rodovia/maneira/corrente/curso/ferramenta/estrada/meio
caminhoneiro	conductor/chofer/condutor/motorista
caminhão	camiões/camião/camiões
camioneta	camiões/caminhão/camião/camiões
camionista	conductor/chofer/condutor/motorista
camisa	blusa
camiseta	camisa
camisola	agasalho/suéter/casaco/pulôver
camião	camiões/caminhão/camiões
camiões	caminhão/camião
campainha	botão
campanha	chão/relevo/manobra/solo/operação/terra
campanário	torres/aposento/roque/torre/quarto/sala
campismo	locação/sítio/lugar
campo	regiões/infra-estrutura/instalação/região
campus	terreno/campo
camuflagem	envólucro/têxteis/pano/cobertor/cobertura/tecido/fazenda/capa
camundongo	mus/mouse/ratazana/rato
camurça	couros/têxteis/couro/pano/tecido/pele/fazenda
cana-brava	madeira
canapé	assento/cadeira
canastrão	actor/ator/artista/intérprete
cancioneiro	livro
candeeiro	alfaia/movéis/mobília/mobiliário/móvel
candidato	alguém/indivíduo/político/alma/pessoa
candidatura	abaixo-assinado/postulação/requerimento/requisição/solicitação/campanha/petição/apelo/causa
canela	súber/casca
caneta	caneta-tinteiro
caneta-tinteiro	caneta
canetaesferográfica	caneta/caneta-tinteiro
canhenho	livro
canhoneira	batel/bote/escaler/barco
canibalismo	costume/hábito
canivete	faca
canodachaminé	chaminé/chaminés/chaminé
canola	óleo
canteiro	campos
cantil	garrafa/biberão/botelha/frasco/garrafa
cantilever	viga/trave
cantina	boutique/restaurante/loja/venda
cantoneira	aço
cantor	musico/músico
canícula	etapa/tempo/período
capa	caracter/caractér/carácter/letra
capacete	casco
capacidade	cognição/noção/volume/conhecimento/compreensão/habilidade
capataz	orientador/supervisor
capim-amarelo	grama/relva
capitalista	alguém/indivíduo/alma/pessoa
capitão	líder/piloto/chefe
capitão-de-mar-e-guerra	capitão
capo	líder/cabeça/chefe/liderança/responsável
capote	sombreiro/chapéu
cappuccino	café
capricho	apetite/pretensão/anseio/desejo
caprichoso	conceito/apetite/pretensão/anseio/idéia/pensamento/opinião/desejo
capsídeo	proteína
capão	frango/galo/galinha
capítulo	estágio/fase/período
caqui	baga/fruto/fruta
cara	alguém/ambiência/indivíduo/alma/ar/atmosfera/pessoa/homem
cara-metade	alguém/indivíduo/alma/pessoa
carabina	fuzil/espingarda
caracol	condutas/tubo
caracter	grafema/letra
característica	conceito/atributo/concepção/idéia/propriedade/qualidade/ideia
caractér	grafema/letra
caravanas	alojamento/abrigo/casa
caravancerá	albergaria/albergue/hospedaria/hotel/pousada
caravançarai	albergaria/albergue/hospedaria/hotel/pousada
caravançará	albergaria/albergue/hospedaria/hotel/pousada
carbúnculo	doenças/doença
carcinoma	cancro/câncro/câncer
cardeal	bispos/bispo
cardigan	agasalho/suéter/casaco/pulôver
cardigã	agasalho/suéter/casaco/pulôver
cardiograma	grafo/gráfico
cardiomegalia	sintoma
cardo	maconha
carestia	calamidade/cataclismo/catástrofes/tragédia/catástrofe/flagelo/desastre
carga	mercadoria/produto/ataque/artigo
cargo	ofício/profissão/ocupação/emprego/função/serviço/trabalho/lugar
cariacu	cervidae/cervídeo/cervo/veado
caridade	estabelecimento/fundação/instituição/instituto
caril	prato
cariopse	semente/fruta
cariátide	coluna/pilar/coluna
cariópse	semente/fruta
cariótipo	constituição/composição/estrutura
carmesim	rubra/vermelhidão/encarnado/escarlate/rubro/vermelho
carmim	rubra/vermelhidão/encarnado/escarlate/rubro/vermelho
carminativo	medicamento/remédio
carnallita	minérios/mineral
carnaval	festival
carne	vianda/corpo
carneiro	ovinos/vianda/ovelha/carne
carnificina	assassínio/assassinato/homicídio
carnivora	predadores
carniça	defunto/cadáver/morto/corpo
carnífice	matador/assassino
carnívoro	predadores
carolina	árvore
carona	passageiro/passeio
caroneiro	passageiro
carpino	árvore
carpintaria	ofício/arte/profissão
carpinteiro	artesão/artífice
carrasco	matador/assassino
carregador	obreiro/trabalhador/operário
carregamento	mercadoria/pão/produto/artigo
carregue	transporte/transferência
carreira	esporte
carreta	camiões/caminhão/camião/camiões
carro	auto/automóvel/carroça/vagão/viatura/veículo
carro-bomba	bomba
carroceiro	artesão/artífice
carroceria	edifício/tecido/estrutura
carroça	vagão
carroçaria	edifício/tecido/estrutura
carruagem	automotora/vagões/automóvel/trem/vagão/carro/comboio
carta	missiva/cartão/texto/papel
cartabranca	cheque
cartadecrédito	crédito
cartilha	apostila/sebenta/compêndio/texto
cartola	sombreiro/chapéu
cartucho	módulo
cartão	correspondência/papel
cartão-postal	cartão
carvalho	árvore/madeira
carvalho-vermelho	árvore
carvoeiro	trabalhador
carvão	carbono/carburante/combustível/imagem/fragmento/figura/ilustração/desenho
carácter	grafema/letra
caráter	feição/peculiaridade
carência	desvantagem/estado/ausência/escassez/necessidade/deficiência/situação/condição/estado/falta
casa	audiências/endereço/morada/ouvintes/vivenda/alojamento/aposento/moradia/procedência/prédio/domicílio/locação/residência/edifício/localização/público/abrigo/habitação/raiz/tecido/estrutura/lar/nascente/fonte/família/ponto/lugar
casaco	sobretudo
casacão	casaco/sobretudo
casademoinho	fábrica/usina/planta
casadeoração	prédio/edifício
casal	dupla/par
casamento	cerimónia/nupcias/rito/cerimônia/promessa/ritual/festa
casario	terras/fazenda
casca	objeto/pele
casco	edifício/tecido/estrutura
caseiro	adulto
casinha	vivenda/habitação/casa
casinhola	vivenda/habitação/casa
caso	alguém/indivíduo/alma/interesse/pessoa/preocupação
cassetete	clava/porrete
cassiterita	minérios/mineral
casta	estrato/classe
castas	estrato/classe
castigo	penalização/penalidade/punição
castrato	cantador/cantor/vocalista
castração	cirurgia/operação
cat	chibata/açoite/chicote
catacumba	túnel
catalisadores	causador/causa
catalogação	listagem/lista
catamita	garoto/moço/rapaz/menino
