aba	fronteira/limite
olhar	aperceber/aperceber-se/perceber/entender/percepção/checar/conferir/mirar/observar/ver
olimpo	região
olvidar	perder
ombro	anatomia
onda	movimento/movimento
ondular	deslocar/mover/mexer
operador	causador/causa
operar	manejar/manusear/manipular
operação	atividade/atividade/cálculo/ocupação/ocupação/tarefa/trabalho
operário	insectos/insetos/hemípteros/insecto/inseto/trabalhador
opinião	convicção/crença/fé/perspicácia/pensamento
oponente	competidor/contendor
opor	rebater/refutar
oportunidade	possibilidade/chance
opositor	competidor/contendor
oposição	resistência/acção/atividade/ato/ação/conexão/relação
opulência	abundancia/riqueza/poder
opção	decisão
oração	requerimento/requisição/solicitação/pedido/petição/apelo
ordem	comando/comando/associação/estrato/estrato/sociedade/união/organização/organização/classe/classe/arranjo/arranjo
ordenado	prestação
ordenar	dispor/arranjar/organizar
ordenação	organização
organizar	lidar/cuidar/arrumar/guiar/ordenar
organização	agrupação/comunidade/atividade/conjunto/início/ocupação/começo/grupo/grupo
orientador	superior
orientação	atitude/controlo/controle
orifício	canal
origem	infra-estrutura/instalação/interseção/início/começo/princípio
orla	formação
ornamento	adorno/adorno/ornato/ornato/decoração/decoração/artefato/decoração
ornato	artefato
oscilar	deslocar/mover/mexer
ouriço-do-mar	equinodermo/equinodermos
ousar	agir/agir/atuar/atuar/fazer/fazer
outono	sazão/estação/tempo/período
outorgar	alocar/causar/provocar/entregar/entregar/dar/dar/dar
ouvida	percepção
ouvinte	oportunidade/chance
ouvintes	reunião
ouvir	aperceber/aperceber/aperceber-se/aperceber-se/perceber/perceber/entender/entender
oval	cónica/cônica
ovelha	bovídeos
ovinos	bovídeos
pacote	colecção/colecção/coleção/coleção/aglomeração/aglomeração/acúmulo/acúmulo/contentor/contêiner/recipiente
padecer	doer/sofrer
pagamento	comercialismo/mercantilismo/comércio/gastos/custos/preço/custo
pagar	entregar/dar
pagodear	ironizar/menosprezar/zombar
pai	genitor/progenitor/mãe/genitor
painho	genitor/progenitor/pai/mãe
paixão	objecto/objecto/objeto/objeto/objetivo/objetivo
palestra	discurso
palestrar	leccionar/lecionar/ensinar/instruir
paliçada	barreira/obstáculo
palpitar	pulsar
pano	têxteis/peça/tecido/fazenda/pedaço/artefato
papai	genitor/progenitor/pai/mãe
papar	ingerir/consumir/comer/tomar
papear	dialogar/conversar
papel	materiais/dever/obrigação/caracterização/função
papá	genitor/progenitor/pai/mãe
par	jogo/grupo/reunião
parada	acção/feito/ato/região/área/ação/travessia/viagem
parafernália	equipamento/ferramenta
paragem	região/área
paralisação	acção/feito/ato/ação
paralização	acção/feito/ato/ação
paraquedismo	descensão
parar	descontinuar/cessar/finalizar/desistir/acabar/terminar/deixar/encerrar/suspender/finalizar/interromper/concluir/terminar
parasita	organismo/ser
paraíso	região/região
parcela	repartição/divisão
parecer	corresponder/combinar/concordar/estar/estar/ser/ser
parede	edifício/tecido/estrutura/divisória/paredes
paredes	edifício/tecido/estrutura
parelha	jogo/grupo
parente	alguém/indivíduo/alma/pessoa
parentesco	conexão/conexão/conexão/relação/relação/relação
parlamento	legislatura
parque	gleba/terreno/região
parreira	traqueófitos
parte	alguém/fatia/indivíduo/música/objeto/alma/pessoa/documentos/repartição/porção/componente/divisão
participar	agir/atuar/fazer
partida	certame/concurso/acção/competição/feito/torneio/ato/ação/jogo/rodada/turno/jogo/tempo
partido	organização
partilha	distribuição
partilhar	comprar/obter/adquirir/receber
partir	deslocar/deslocar/mover/mover/mexer/mexer/alterar/alterar/deslocar/mover/mudar/mudar
partição	distribuição/separação
partícula	materiais/corpo
partículas	corpo
parábola	cónica/cônica
paródia	mímica/imitação
passado	etapa/tempo/período/tempo
passagem	via/estrada/caminho
passar	regalar/viajar/viajar/viajar/caminhar/caminhar/caminhar/oferecer/entregar/ir/ir/ir/andar/andar/andar/dar/transferir/transmitir/dar
passatempo	recreaçao/recreaçao/diversão/diversão
passear	caminhar/caminhar/ir/ir/andar/andar
passeio	travessia/jornada/viagem/viagem
passo	locomoção/locomoção/decisão/resolução
pastel	fornada
patch	pano
paternidade	parentesco/relação
patinar	escorregar/deslizar
pau	implemento/instrumento/barra/ferramenta
pausa	ocorrente/ociosidade/ocorrência/acontecimento/intervalo/tempo
pavimento	edifício/tecido/estrutura
pecado	transgressão
peculiaridade	atributo/predicado/característica/propriedade
pecuária	cultivo
pedagogia	profissão
pedagogo	profissional
pedalar	ir
pedaço	porção/aglomeração/porção/parte
pedestal	encosto/apoio/suporte
pedra	materiais/rocha/rocha
pedregulho	rocha/pedra
pegada	contato/toque
pegar	agarrar/capturar/segurar/alterar/anexar/contato/toque/agarrar/agarrar/tomar/tomar/juntar/unir/mudar/passar
peito	anatomia/colo/tórax
peleja	conflito/luta
película	bens/produto/produção
pendurar	fixar/fixar/prender/prender
penhasco	formação
pensamento	convicção/crença/fé/opinião
pensar	antecipar/balizar/imaginar/imaginar/avaliar/julgar
pente	aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
perambular	viajar/viajar/caminhar/caminhar/ir/ir/andar/andar
perceber	aperceber/aperceber-se/entender
percurso	fronteira
perda	fracasso/declínio/desastre/falha/custo/diminuição/erro
perder	abandonar
perdoar	conceder
perecer	tornar/virar/mudar
perfazer	aperfeiçoar/melhorar
perfeição	situação/condição/estado
performance	acção/atividade/ato/ação
performar	agir/atuar/fazer
perfurar	traspassar/penetrar/furar
pergunta	requerimento/requisição/solicitação/pedido/petição/inquérito/questão/apelo
perguntar	ruminar/cogitar/ponderar/especular/contemplar/refletir/comunicar/dirigir-se/transmitir
perigar	existir/ser
perigo	causador/causa
periodista	autor/escritor
perissodáctilos	ungulados
perito	especialista
periódico	publicação/edição/jornalismo/imprensa/jornal
permanecer	agir/atuar/estar/estar/ser/ser/fazer
permanência	acção/feito/ato/ação
permitir	consentir/deixar/consentir/prover/aprovar/concordar/aceitar/entregar/dar/dar
permutar	trocar
perna	encosto/apoio/membro/suporte/membro
perpetrar	agir/atuar/fazer
perseguir	viajar/caminhar/ir/andar
perseguição	abuso/injúria/traslado/deslocamento/movimento
personagem	caracterização
personalidade	feição/peculiaridade/temperamento/pessoa/atributo/predicado/característica/propriedade
personificar	atuar/representar/fazer
personificação	atuação/representação/interpretação
perspectiva	orientação
perspicácia	convicção/crença/fé/opinião
persuadir	influir/influenciar/induzir
persuasão	comunicado/comunicação
pertencer	estar/estar/estar/ser/ser
pertinência	relação/ligação
perturbar	comover/agir/afetar/impressionar/atuar/parecer/fazer
perverter	modificar/alterar/mudar
período	etapa/etapa/etapa/etapa/etapa/etapa/século/continuidade/duração/era/idade/época/tempo/tempo/tempo/tempo/tempo/tempo/tempo
pesar	desgosto/mágoa/tristeza/tristeza/tristeza/estar/ser/dor
peso	medida/medição/unidade
pesquisa	investigação
pesquisar	analizar/examinar
pessoa	alguém/causador/indivíduo/alma/causa/atributo/organismo/organismo/predicado/característica/propriedade/ser/ser
pessoal	população/gente/organização/povo/agrupação/conjunto/grupo
pestanejar	reagir
petisco	alimentação/nutriente/nutrição/comida/alimento
petição	requerimento/requerimento/requerimento/requisição/requisição/requisição/solicitação/solicitação/solicitação/pedido/pedido/pedido/apelo/apelo/apelo
petróleo	carburante/combustível/hidrocarboneto
peça	moeda/porção/parte
piada	contas/reporte/relato/relatório
piazza	praça
picar	doer
pico	fim/final
piedade	camaradagem/simpatia/socorro/ajuda/compaixão/assistência
pigarrear	retirar/remover/tirar
pigmento	camada/capa/colorante/colorante/corante/corante/tinta/tinta/cor/cor
pigmentos	colorante/corante/tinta/cor
pilha	colecção/coleção/aglomeração/acúmulo
pilotar	operar/controlar
pimenta	arvoreta/arbusto/mato/moita
pimentão	arvoreta/arbusto/mato/moita
pinar	acasalar/copular
pincel	implemento/instrumento/ferramenta
pincelar	criar/fazer
pintar	revestir/criar/cobrir/fazer
pintura	ofício/arte/camada/profissão/capa/colorante/corante/tinta/cor
pioneirar	causar/provocar/fazer
piorar	modificar/alterar/decair/decair/mudar/tornar/virar/mudar
pirâmide	poliedro/poliedros
pisar	viajar/caminhar/ir/andar
piscar	reagir
piso	edifício/tecido/estrutura
pista	infra-estrutura/instalação
pixel	componente/parte
pião	brinquedo
placa	artefato/chapa/lousa/bloco
planear	pretender
planejamento	ideia
planejar	raciocinar/cogitar/refletir/pensar/pretender
planeta	astro/estrela
plano	conceito/idéia/pensamento/opinião/formato/forma
planos	programa
planta	organismo/ser
plantar	botar/botar/pôr/pôr/colocar/colocar/carregar/carregar
plantação	terras/fazenda
plantel	prédio/edifício
plantio	terras/fazenda
planície	chão/relevo/solo/terra/campanha
planícies	planície/campanha
plasmar	moldar/forjar/modelar/formar
plastico	sólida/sólido
plástico	sólida/sólido
plásticos	sólida/sólido
poder	causador/cognição/despender/noção/gastar/conhecimento/causa/compreensão/qualidade
poeta	autor/escritor
poetas	autor/escritor
poetisa	autor/escritor
poliedro	sólida/sólido
poliedros	sólida/sólido
polir	aperfeiçoar/melhorar/embonecar/perfazer/empetecar/aperfeiçoar/embelezar
poluição	contaminação
política	argumentação/raciocínio/profissão
político	líder/chefe
ponderar	ruminar/raciocinar/cogitar/cogitar/especular/contemplar/refletir/refletir/pensar
ponta	fim/final
pontapé	porrada/golpe
pontaria	propulsão/impulsão
ponte	edifício/tecido/estrutura
ponto	objeto/região/área/ocorrente/ocorrência/fator/acontecimento/disco/componente/parte
pontuar	acrescer/somar/exprimir/acrescentar/expressar/adicionar/mostrar
popularidade	qualidade
população	gente/pessoal/povo/agrupação/agrupação/agrupação/conjunto/conjunto/conjunto/grupo/grupo/grupo
popô	anatomia
porrada	golpe
porrete	bastão/pau/vara
porta	abertura
portar	apresenta/dispõe
porvir	tempo
porão	pavimento/piso/andar
porção	objeto/fragmento/pedaço
posar	botar/pôr/colocar/carregar
pose	certeza/segurança
posicionamento	atividade/ocupação
posicionar	botar/pôr/colocar/carregar
posição	orientação/local/função/posto/papel/lugar/lugar/lugar
pospor	adiar
posse	conexão/relação
possessão	propriedade/controlo/posse/conexão/propriedade/controle/relação/bem
possibilidade	intercorrência/opção/conceito/alternativa/concepção/eleição/escolha/idéia/ideia/existência/existência/ser
possibilitar	prover/dar
possuidor	alguém/indivíduo/alma/pessoa
possuir	apresenta/dispõe
poster	anúncio
postergar	adiar
posto	infra-estrutura/instalação
potencia	poder
potenciabilidade	possibilidade/chance
potencial	possibilidade/chance
potpourri	colecção/coleção/aglomeração/acúmulo
potência	força/poder
poupar	reter/guardar/segurar/manter
pousada	hotel
povo	humano/população/população/população/gente/gente/gente/pessoal/pessoal/pessoal/família/agrupação/agrupação/agrupação/agrupação/agrupação/conjunto/conjunto/conjunto/conjunto/conjunto/grupo/grupo/grupo/grupo/grupo
povoado	municipalidade/município/comunidade
povoar	estar
poça	água
prantear	afligir-se/magoar/sofrer
prata	moeda
praticar	desempenhar/executar/fazer
prato	alimentação/alimentação/nutriente/nutriente/nutrição/nutrição/comida/comida/alimento/alimento
prazer	alegria
prazo	etapa/tempo/período/instante/momento
praça	gleba/terreno/região
preceder	contar/falar/dizer
precipitação	traslado/deslocamento/movimento
precisar	estar/ser
predadores	criatura/animal/besta/bicho/ser
predicado	abstração
prefaciar	contar/falar/dizer
prefeito	político
pregar	anexar/juntar/unir
prejuízo	alteração/modificação/variação/mudança/custo
preleção	discurso
premiar	alocar
prender	agarrar/capturar/segurar/pegar/desabilitar/desativar/incapacitar/anexar/anexar/juntar/juntar/unir/unir
prenome	antenome/nome
preocupação	abalo/comoção/emoção/sentimento/ânsia/ansiedade/interesse
preparar	leccionar/lecionar/ensinar/modificar/alterar/instruir/mudar/confeccionar/fabricar/causar/construir/criar/provocar/fazer
preparação	ideia/atividade/atividade/ocupação/ocupação
presa	criatura/animal/besta/bicho/ser
presente	aquisição/tempo
presentear	alocar
presença	existência/existência/ser
preservar	cozinhar/preparar/reter/guardar/segurar/manter
presidente	líder/chefe/executivo
preso	desafortunado/desventurado/infortunado
pressagiar	informar/contar
pressupor	antecipar
pressuposição	possibilidade/suposição/teoria/hipótese
presságio	mensagem/comunicação
prestar	entregar/dar
prestação	pagamento/recompensa
presumir	antecipar
pretensão	apetite/anseio/desejo
prever	informar/contar
prezar	considerar/achar/ver
preço	importância/importância/valor/valor/gastos/custos/preços/custo/qualidade
preços	importância/valor/preço/qualidade
prima	parente
primata	mamífero
primatas	mamífero
primavera	sazão/estação/tempo/período
primeiro	hierarquia/posto/classe/posição
primo	parente
princípio	ocorrente/ocorrência/acontecimento/instante/início/começo/momento
prisioneiro	desafortunado/desventurado/infortunado
prisão	situação/condição
privar	reter/conter
problema	dificuldade/obstáculo/ocorrente/ocorrência/acontecimento/dificuldade/obstáculo
proceder	agir/atuar/fazer
procedimento	feição/peculiaridade/atividade/ocupação/tarefa/trabalho
procedência	lugar
processo	atividade/ocupação
proclamar	proferir/verbalizar/conversar/falar/dizer
procrastinar	adiar
procriar	causar/criar/provocar/fazer
procurar	buscar/agir/atividade/inspecionar/ocupação/atuar/examinar/ver/fazer
produto	artefato/bens/bens/mercadoria/criação/fazenda/produção/artigo/bem
produtor	fazedor
produzir	amanhar/cultivar/plantar/causar/causar/criar/provocar/provocar/fazer/fazer
produção	indústria/manufatura/bens/bens/bens/criação/produto/produto/produto
proeza	feito/conquista/façanha/realização/feito/façanha/realização
proferir	comunicar/transmitir
professor	autoridade/educacionista/pedagogo/educador/acadêmico
profundeza	região
progenitor	antecessor/ancestral/antepassado/genitor
progenitora	genitor/progenitor/pai/mãe
programa	projecto/software/conceito/programação/idéia/pensamento/projeto/opinião/intenção/plano
programação	conceito/idéia/pensamento/opinião
progredir	modificar/alterar/viajar/caminhar/mudar/ir/andar/crescer/desenvolver/aumentar
progresso	transmutação/transformação/mudança
progressão	traslado/deslocamento/movimento
projecto	conceito/idéia/pensamento/opinião
projeto	conceito/idéia/pensamento/opinião/tarefa/trabalho
projeção	convexidade
prole	criatura/animal/besta/bicho/ser
proliferar	crescer/aumentar
prolongar	alongar
prometer	estar/ser
promoter	booker
promover	aconselhar/sugerir/propor/delegar/apoiar/suportar/ajudar
promoção	mudança
pronunciar	julgar/declarar
proponente	alguém/indivíduo/alma/pessoa
propor	representar
proporcionar	prover/dar
proporção	grandeza/magnitude/número
proposta	mensagem/tópico/assunto/conteúdo
propriedade	conceito/concepção/idéia/ideia/abstração/controlo/atributo/predicado/posse/característica/conexão/conexão/controle/relação/relação/bem
proprietário	alguém/homemdenegócios/indivíduo/empresário/negociante/alma/comerciante/pessoa
propulsar	deslocar/mover
propulsionar	empurrar/forçar/deslocar/mover
propulsão	acção/feito/ato/ação
prorrogar	adiar/alongar
prosear	dialogar/conversar
prosseguir	ocorrer/suceder/viajar/acontecer/caminhar/ir/andar/passar/agir/atuar/fazer
protecção	atividade/ocupação/proteção/capa
proteger	defender
protelar	adiar
protestar	opor
protesto	resistência
proteção	combate/batalha/cobertura/atividade/ocupação/capa/capa
proto-plasma	substância/substância
protocolar	registar/registrar
protoctista	microorganismo/microrganismo
protoplasma	substância
prototista	microorganismo/microrganismo
protozoário	protoctista/prototista
protuberância	projeção
provar	ingerir/informar/consumir/estar/ser/tomar
provedor	empresário
prover	abastecer/fornecer/suprir/entregar/entregar/dar/dar
providenciar	prover/acordar/concordar/dar
provimento	atividade/ocupação
provisionar	entregar/dar
provisões	nutriente/comida/alimento
provocar	comover/emocionar/causar/causar/causar/estimular/excitar/criar/criar/fazer/fazer/fazer
provérbio	locução/ditado/expressão/idioma/idioma
prudência	sagacidade/sapiência/sabedoria/sensatez
prática	treinamento/treino/preparação
pré-história	etapa/tempo/período
prédio	edifício/tecido/estrutura
prémio	dádiva/brinde/dom/doação/presente
prêmio	dádiva/brinde/dom/doação/presente
psicologia	ciência
psicose	psicopatia/psicopata
psique	cognição/noção/conhecimento/compreensão
puberdade	época/período
publicação	obra/trabalho
pugna	conflito/luta
pulo	propulsão/impulsão/transição
pulsar	deslocar/mover/mexer
pulsação	onda
pulular	apinhar/zumbir
pulverização	esmagamento/compactação
pupilo	estudante
purgar	modificar/alterar/mudar
putrefação	atividade/ação
puxar	lesionar/lesar/ferir/machucar/deslocar/mover
puxão	propulsão/impulsão
página	folhas/folha
páramo	planície/campanha
pássaro	vertebrado
pânico	consternação/temor/terror/medo
pão	fornada
pãozinho	pão
pé	encosto/encosto/apoio/apoio/suporte/suporte/fundo/base/traseiro
píxel	componente/parte
pó	sólida/sólido
pôr	botar/botar/botar/colocar/colocar/colocar/carregar/carregar/carregar/vestir-se/arrumar-se/deslocar/mover/vestir
pôster	anúncio
público	reunião
quadra	território/ambiente/região/área
quadrado	número
quadrilha	associação/sociedade/união/organização/ordem
quadro	chapa/lousa/placa
qualidade	conceito/atributo/atributo/concepção/característica/característica/idéia/importância/valor/propriedade/propriedade/ideia/atributo/predicado/característica/propriedade
qualificar	bastar/lembrar/pensar/servir
qualificar-se	bastar/servir
quantidade	conceito/concepção/grandeza/idéia/magnitude/ideia/número
quantificar	exprimir/transmitir
quarteirão	território/ambiente/região/área
quartos	alojamento/abrigo/casa
quebra	ocorrente/ocorrência/acontecimento
quebrar	partir/dividir/dividir/separar/separar
queda	alteração/pecado/modificação/variação/mudança
quedar	estar/ser
queijo	lacticínio/laticínio
queimar	avariar/danificar/tornar/virar/mudar/mudar
queixa	objeção
queixo	traço
querela	desacordo/discordo/discrepância/discórdia/discordância
querer	ansiar/ansiar/ansiar/ansiar/ansiar/ansiar/desejar/desejar/desejar/desejar/desejar/desejar
querosene	carburante/combustível/hidrocarboneto
quesito	pergunta/inquérito/questão
questionar	ruminar/cogitar/ponderar/especular/contemplar/refletir/dirigir-se
questão	requerimento/pergunta/requisição/solicitação/pedido/petição/inquérito/apelo
quimica	ciência
quinta	laboratório/oficina/emprego/trabalho
química	materiais/ciência
rabo	anatomia
racha	vão/fenda
raciocinar	cogitar/refletir/pensar
raciocinio	ideia
raciocínio	ideia/raciocinio/razoamento/argumentação
radiar	parecer
radiação	energia
radiações	energia
radical	unidade
rainha	insectos/insetos/hemípteros/insecto/inseto
raiva	abalo/zanga/comoção/ira/cólera/emoção/sentimento
raiz	órgão/lugar
ralar	trabalhar
ralé	galera/vulgo/nação/gente/pessoal/povo
ramo	caule/departamento/divisão/tronco
ranger	fragmentar
ranhura	fresta/buraco/fenda
ranquiar	balizar/avaliar/julgar
rapariga	mulher/fêmea
rapaz	criança/filho/menino/varão/varão/varão/macho/macho/macho/homem/homem/homem
raptar	capturar/tomar/pegar
rascar	cortar
rasgar	partir/dividir/separar
rasgo	vão/fenda
rasgão	vão/fenda
raspar	lesionar/lesar/ferir/machucar/cortar
rastejar	viajar/caminhar/ir/andar
rastejar-se	viajar/caminhar/ir/andar
ratazana	roedor/roedor
ratear	ressoar/soar/fazer
rato	roedor/roedor
rattus	roedor
razoamento	ideia
razão	faculdade/talento
raça	categoria/família/classe/agrupação/conjunto/grupo
ração	nutriente/comida/alimento
raíz	órgão
re-adquirir	comprar/obter/adquirir/receber
re-ocorrer	ocorrer/suceder/acontecer/passar
reagir	comportar-se/agir/atuar/parecer/agir/atuar/fazer
reajuste	calibração
realidade	existência/existência/experiência/ser
realizar	encerrar/finalizar/acabar/terminar/ocasionar/conseguir/cumprir/efetuar/efetuar/conhecer/suceder/causar/produzir/saber/executar/satisfazer/criar/provocar/provocar/entender/atingir/atingir/fazer
realização	acção/feito/feito/feito/conquista/conquista/façanha/façanha/ato/ação/acção/acção/atividade/atividade/ato/ato/ação/ação
reapresentar	informar/contar
reação	oposição/atividade
rebaixar	magoar/ofender/provocar/humilhar/mortificar/aviltar/deslocar/mover
rebater	repudiar/renunciar
rebatida	proeza/feito/façanha/realização
rebelião	conflito/luta
receber	comprar/obter/adquirir/alterar/alterar/mudar/mudar
recebimento	aquisição
recender	cheirar/parecer
rechaçar	deslocar/mover
recipiente	contentor/contêiner/apetrecho/equipamento/instrumento
reciprocidade	conexão/relação
recitar	ecoar/repetir
reclamar	proferir/verbalizar/conversar/falar/dizer
recomendar	aconselhar/sugerir/propor
recomendação	proposta
recompensa	gastos/custos/pagamento/preço/custo
recompensar	pagar
reconciliar	acordar/concordar
reconhecer	recordar-se/lembrar-se/recordar/lembrar/valorizar/determinar/apreciar
reconhecimento	mensagem/tópico/assunto/conteúdo
reconquistar	comprar/obter/adquirir/receber
recontar	informar
recontro	situação/condição/estado
recorrer	ocorrer/suceder/acontecer/passar
recorrência	repetição
recreaçao	atividade/ocupação
recriar	causar/causar/criar/criar/provocar/provocar/fazer/fazer
recrutar	enlistar/protocolar/empregar/engajar/registar/registrar
recta	linha
recuperar	comprar/obter/adquirir/receber/melhorar
recuperação	acção/feito/ato/ação
recurso	convencimento/persuasão/catequizar
recém-nascido	criança/filho/menino
rede	têxteis/pano/tecido/fazenda
redigir	comunicar/transmitir
redizer	informar/contar
redundar	resultar/provar
reduzir	modificar/alterar/mudar/diminuir/diminuir/diminuir
refeição	alimentação/nutriente/nutrição/comida/alimento
referir	associar/conectar/relacionar
referir-se	pertencer
refinar	aperfeiçoar/melhorar
refletir	raciocinar/cogitar/pensar
reflexão	demo/demonstração
reforma	melhoramento/melhoria
refrescar	modificar/alterar/mudar
refrigerar	modificar/alterar/mudar
refulgir	estar/ser
refutar	repudiar/renunciar
refém	desafortunado/desventurado/infortunado
refúgio	edifício/tecido/estrutura/território/ambiente/região/área
reganhar	comprar/comprar/obter/obter/adquirir/adquirir/receber/receber
regato	córrego/corrente
reger	governar
registar	redigir/escrever/protocolar/poupar/preservar/conservar/guardar/registrar/registrar/manter
registo	registro
registrador	registro
registrar	redigir/escrever/protocolar/assinalar/poupar/preservar/conservar/registar/registar/guardar/indicar/manter
registro	ingresso/documento/evidência/indicação/entrada
região	regiões/regiões/locação/locação/localização/localização/ponto/ponto/lugar/lugar/lugar
regiões	locação/localização/ponto/lugar
regozijar	sentir/experimentar
regozijar-se	sentir/experimentar
regresso	traslado/chegada/deslocamento/vinda/movimento
regulamentar	resolver/decidir
regularidade	qualidade
regularizar	dispor/arranjar/resolver/decidir
regulação	calibração
reinar	governar/reger
reincidir	ocorrer/suceder/acontecer/passar
reino	agrupação/conjunto/domínio/grupo
reintegrar	pagar
reinvindicar	teimar/insistir/comportar-se/resistir/conduzir
reiterar	agir/informar/atuar/contar/fazer
reivindicação	queixa
rejeitar	balizar/avaliar/julgar
rejeição	acção/feito/ato/ação
rejubilar	animar-se/alegrar-se/alegrar/animar
relacionamento	situação/condição/estado/conexão/relação
relacionar	raciocinar/cogitar/refletir/pensar/interagir/estar/ser
relacionar-se	interagir
relatar	informar/anunciar/mostrar
relato	documentação/documento
relatório	documentação/documento
relaxar	tornar/tornar/virar/virar/mudar/mudar
relação	abstração/situação/situação/condição/condição/estado/estado/conexão/conexão/conexão/conexão/ligação/ligação
relevo	objeto
relevância	relação/ligação
religião	convicção/crença/fé/opinião
relinchar	emitir/soltar
relva	ervas/gramínea/gramíneas/erva
relógio	metro
relógios	relógio
remendar	reparar/emendar/consertar
remendo	pano
remeter	transmitir
remo	esporte
remorso	tristeza/pesar
remover	retirar/retirar/tirar/tirar
remuneração	prestação/recompensa
remédio	entorpecente/droga/medicamento/medicamento
render-se	regalar/oferecer/entregar/dar
rendimento	produção
rendição	derrota/perda
renome	honra
renunciar	ceder/entregar/passar/dar/rejeitar
reorientação	mudança
repagar	pagar
reparar	aperfeiçoar/melhorar
reparação	melhoramento/melhoria
reparo	melhoramento/melhoria
repartir	mudar
repartição	distribuição
repasto	alimentação/nutriente/nutrição/comida/alimento
repetir	emitir/ocorrer/suceder/soltar/acontecer/passar/agir/informar/atuar/contar/fazer
replicar	contar/falar/dizer
reportar	anunciar/anunciar/mostrar/mostrar
reporte	documentação/documento
reposteiro	cortina/mobília/mobiliário/móvel
repousar	estar/ser
representante	alguém/indivíduo/alma/pessoa/negociador/informação/conhecimento
representar	contar/falar/dizer/proferir/recriar/exprimir/verbalizar/atuar/expressar/fazer
representação	colaboração/cooperação/atividade/atividade/ocupação/ocupação/criação
reproduzir	causar/criar/provocar/fazer
reprodução	afiguração/representação/imagem/figura/ilustração/desenho
repudiar	rejeitar
repugnância	aversão
repulsa	ódio/aversão/aversão
reputar	pensar/achar
requerer	demandar/exigir/estar/ser
resfriar	modificar/alterar/mudar
resgatar	retirar/remover/tirar
residuo	matéria/substância
residência	endereço/alojamento/abrigo/casa
resistir	agir/portar/atuar/fazer
resistência	oposição
resmungar	proferir/verbalizar/conversar/falar/dizer
resolução	selecção/escolha/seleção
resolver	aperfeiçoar/melhorar/encerrar/finalizar/concluir/terminar
respeitar	considerar/achar/ver
respeito	atitude
respigar	coligir/ajuntar/recolher/coletar/juntar/reunir
respiração	atividade
responder	contar/falar/dizer
responsável	líder/chefe
resposta	afirmação/atividade/declaração
ressecar	secar/enxugar
ressentimento	ódio/aversão
ressoar	soar/soar/soar/parecer/fazer/fazer/fazer
restaurante	prédio/edifício
restituir	pagar
resto	objeto/pano
restringir	reduzir/diminuir/refrear/refrear/limitar/limitar/controlar/controlar
restrição	aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
resultado	fenómeno/fenômeno/placar/afirmação/declaração
resultar	redundar/sobrevir/suceder/provar/estar/ser/seguir
resumir	reduzir/diminuir
resvalar	escorregar/deslizar
resíduo	materiais
reta	linha
retardar	ociosidade
reter	negar/guardar/guardar/segurar/segurar/ter/manter/manter/desabilitar/desativar/incapacitar/agir/impedir/atrapalhar/atuar/evitar/fazer
retificar	inverter/reverter/tornar/virar
retificação	melhoramento/melhoria
retirar	remover/remover/tirar/tirar
retorcer	modelar/formar
retorno	traslado/chegada/deslocamento/vinda/movimento
retratar	atuar/representar/fazer
retrato	afiguração/representação/representação/imagem/figura/ilustração/desenho
retribuir	pagar
retribuição	prestação
retrucar	contar/falar/dizer
reunir	ingressar/juntar-se/acrescer/somar/associar-se/acrescentar/adicionar
reunião	assembléia/agrupamento/agregação/coleção/convergência
revelar	informar/apresentar/contar/mostrar
reverberar	ressoar/soar/fazer
reversão	reorientação
reverter	alterar/mudar
revestir	tampar/tampar/cobrir/cobrir
revirar	buscar/procurar/deslocar/mover
reviravolta	mudança
revista	publicação/edição/bens/produto/produção
revistar	inspecionar/examinar/ver
revisão	prática/exercício/inspecionar/examinar
revogação	sentença/julgamento
revolta	conflito/luta
revolver	deslocar/mover
revés	ocorrente/ocorrência/acontecimento
revólver	armamento/arma
revóvel	armamento/arma
reza	requerimento/requisição/solicitação/pedido/petição/apelo
ribeira	córrego/corrente
ridicularizar	ironizar/menosprezar/zombar
rigor	dificuldade
rio	córrego/corrente
riqueza	possessão/propriedade/abundancia/poder
rir	ironizar/menosprezar/zombar
risco	causador/causa
rito	costume/emprego/hábito
ritual	costume/hábito/costume/emprego/hábito
rival	competidor/contendor
rocha	materiais/pedra
rochedo	rocha/pedra
roda	máquina
rodar	viajar/girar/caminhar/virar/ir/andar/deslocar/mover
rodear	encostar/tocar
rodovia	via/estrada/caminho
roedor	mamífero
rolamento	propulsão/impulsão
rolar	deslocar/mover/mexer/achatar/aplainar/enxugar
romance	relacionamento/relacionamento/relação/relação
romper	dividir/separar
ronronar	ressoar/soar/fazer
roque	edifício/tecido/estrutura
rosa	arvoreta/arvoreta/arbusto/arbusto/mato/mato/moita/moita
rosar	descolorir/colorir
rosas	arvoreta/arbusto/mato/moita
rosto	alguém/semblante/semblante/semblante/indivíduo/aspecto/aspecto/aspecto/alma/pessoa/aparência/aparência/aparência/semblante/aparência
rota	fronteira
rotação	mudança
rotina	atuação
rotulagem	acontecimento/festa
rotular	denominar/anexar/designar/julgar/juntar/declarar/unir
roubo	crime
roupa	vestimenta/vestimenta/cobertura/vestuário/vestuário/traje/traje/capa/vestido/vestido
roçar	esfregar
ruborizar	descolorir/colorir
rufo	ruído/som
rugir	ressoar/soar
