1940s	decênio/década
arcada	edifício/tecido/estrutura
arcanjo	anjo
arcano	informação
arco	curva/curva/curva/curva/armamento/armamento/bastão/edifício/edifício/pau/tecido/tecido/vara/arma/arma/estrutura/estrutura/esqueleto/faixa/linha
arco-e-flecha	esporte
arco-íris	arco
ardil	aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
areia	solo/terra
arejamento	atividade/ação
arena	gramado/edifício/tecido/estrutura/campo/território/ambiente/região/área
aresta	elevação
areópago	assembleia/assembléia
arganaz	roedor
argila	solo/terra
argumentação	ideia/raciocinio/razoamento/raciocínio
argumentista	autor/escritor
argumento	evidência/indicação
aria	música/cantiga/canção
aridade	número
aridez	secura/secas/qualidade
arilo	fragmento/parte
aristocrata	líder/chefe
aristoteliano	adepto/discípulo/apóstolo/seguidor/aluno/estudante
arma	aparelho/armamento/instrumento/ferramenta/convencimento/persuasão/apetrecho/armamento/catequizar/munição/equipamento/instrumento
armadilha	aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
armador	amo/possuidor/dono/proprietário
armadura	proteção/capa
armaduras	proteção/capa
armagedão	combate/batalha/luta
armagnac	brandy/conhaque
armamento	aparelho/instrumento/ferramenta/apetrecho/munição/equipamento/arma/instrumento
armanhaque	brandy/conhaque
armazem	аrmazenagem/depósito
armazenamento	colocação/depósito
armazém	industria/empresa/negócio/comércio/armazem/аrmazenagem/depósito
armação	infra/estrutura
armistício	paz
armário	alfaia/alfaia/alfaia/movéis/movéis/movéis/mobília/mobília/mobília/mobiliário/mobiliário/mobiliário/móvel/móvel/móvel
arnica	erva
aroeira	árvore
aroeira-brava	árvore
aroma	odor/cheiro
aromaticidade	hidrocarboneto
aromatizante	ingrediente
arpão	implemento/lança/lança/instrumento/ferramenta
arquegónio	órgão
arqueiro	especialista/especialista
arqueopterix	ave/pássaro
arquidiocese	diocese/diocese
arquiinimigo	aflição
arquipélago	chão/relevo/solo/terra
arquitecto	creador/criador/criativo
arquitectura	prédio/constituição/disciplina/edifício/profissão/profissão/composição/estrutura/campo/domínio/estrutura
arquiteto	creador/criador/criativo
arquitetura	prédio/disciplina/edifício/profissão/campo/domínio/arquitectura/estrutura
arquitrave	base
arquivo	fichário/ficheiro/coletânea/coleção/compêndio
arquivos	coletânea/coleção/compêndio
arraial	municipalidade/município
arrancada	força
arranco	empurrão/forca/impulsão/impulso
arranha-céu	prédio/edifício
arranha-céus	torres/prédio/roque/torre/edifício
arranjo	agrupação/composição/conjunto/grupo
arrasa-quarteirão	estrondo/sucesso/sensação
arrasar	vitória
array	arranjo
arrecadação	agregação/coleção/reunião
arredores	ambiente
arrefecimento	mecanismo
arrematação	venda
arremesso	propulsão/impulsão
arrendamento	etapa/transação/tempo/período
arrepio	sintoma/consternação/temor/terror/medo
arrogância	elevado-high-handedness/orgulho
arrolamente	listagem/lista
arroz	farinhas/cereal
arrozal	terreno/campo
arruda	erva
arruda-caprária	erva
arrumadeira	doméstico/empregado/servidor
arseniato	sais/sal
arseniatos	sais/sal
arsenopirita	minérios/mineral
arsina	gás
art.	seção/parte
arte	meta/técnica/criação/habilidade/talento/criação
artefato	todo/unidade
artelho	dígito/dedo
arterite	inflamação/inflamação
arteríola	artéria
artesanato	ofício/arte/profissão/obra/trabalho
artesão	artífice/creador/criador/criativo
articulação	anatomia/circunstância/expressão/ligação
articulações	anatomia
artigo	notícia/notícia/notícias/notícias/informação/artefato/artefato/bens/não-ficção/mercadoria/seção/criação/fazenda/produto/parte/bem
artilharia	corpo/corpo
artilheiro	militar
artimanha	dissimulação/enganação/manobra/manobra/manobra
artiodáctilos	ungulados
artiodátilo	ungulados
artiodátilos	ungulados
artista	alguém/indivíduo/alma/intérprete/intérprete/pessoa/creador/criador/criativo
artralgia	cefaleia/cefaleia/dor/dor
artropode	invertebrados/invertebrado
artrópode	invertebrados/invertebrado
artrópodes	invertebrados/invertebrado
artífice	creador/criador/criativo
arvoredo	flora/vegetação/chão/relevo/solo/terra
aríete	ovinos/ovelha/carneiro
as-de-mim	erva
asa	jeito/adição/modo/melhoria/porção/maneira/órgão/ferramenta/meio/caminho
asa-delta	planador
asana	atitude/postura/posição
asas	jeito/modo/maneira/ferramenta/meio/caminho
ascendência	número
ascensorista	manipulador/operador
ascensão	traslado/deslocamento/movimento
ascenção	mudança
asco	nojo/repugnância/náusea/ódio/abominação/repulsa/aversão/aversão/aversão
asean	associação/sociedade/união/organização/ordem
asfalto	minérios/mineral
asfixia	assassinato/homicídio/morte
asia	colecção/coleção/aglomeração/acúmulo
asiano	habitante/morador
asilo	edifício/tecido/estrutura/refúgio
asimina	fruta
asiática	habitante/morador
asiático	habitante/morador
asno	equino/equídeo/ungulados
aspargo	verdura/hortaliça/legume/vegetal/erva
aspartame	adoçante
aspartamo	adoçante
aspecto	semblante/característica/qualidade/aparência/qualidade
aspergilose	doenças/doença
aspersão	batismo
aspidistra	erva
aspiração	ambição/apetite/pretensão/anseio/disposição/desejo
aspirina	analgésicos/analgésico
aspárago	erva
assadeira	vasilhame/vasilha/vaso
assalariado	trabalhador
assalto	furto/crime/ofensa/roubo
assassinato	assassínio/homicídio/termino/terminação/conclusão
assassino	alguém/indivíduo/alma/pessoa
asseio	feição/peculiaridade
assembleia	reunião/reunião
assembléia	legislatura/assembleia/reunião
assentamento	comunidade/grupo
assentimento	consenso/consenso/pacto/pacto/aliança/aliança/conformidade/conformidade/aprovação/aprovação/acordo/acordo
assento	alfaia/encosto/movéis/mobília/apoio/mobiliário/móvel/suporte/cadeira
asserção	declaração/afirmação/declaração
assessor	autoridade
assessoramento	proposta
assessoria	cargo/posto/posição
assimilação	relação/ligação
assimptota	recta/reta
assinatura	antenome/prenome/nome/consenso/pacto/aliança/conformidade/aprovação/acordo
assintência	tarefa/trabalho
assistente	criado/ajudante/servidor/trabalhador
assistência	auxílio/socorro/ajuda/pagamento/atividade/manobra/ocupação/recompensa
assobio	ruído/ruído/som/som
associação	organização/comunidade/memória/relação/grupo/ligação
assovio	ruído/som
assunto	mensagem/comunicação/mensagem/tópico/conteúdo
assímptota	recta/reta
assíntota	recta/reta
astenosfera	camada/estrato
asterisco	grafema/grafema/letra/letra
asteroide	astro/estrela
asteróide	astro/estrela
astrobiologia	biologia
astronauta	turista/viajante
astronomia	física/física
astronáutica	física
astrágalo	osso
astucidade	inteligência
astúcia	inteligência/astucidade/dissimulação/sagacidade/enganação
atacado	venda
atalaia	torres/torres/roque/roque/torre/torre
atalho	via/rodovia/estrada/caminho
ataque	crime/ofensa/manobra/operação/aflição/vez/atividade/início/ocupação/começo/jogo
atavismo	recorrência/recorrência/repetição/repetição
ataúde	caixa
atentado	crime/ofensa
atenuação	fraqueza
atenção	faculdade/tarefa/talento/trabalho
aterragem	chegada/vinda
aterrissagem	chegada/vinda
atestado	documentação/documento
atiradeira	brinquedo
atitude	cognição/noção/conhecimento/compreensão
ativação	início/começo
atividade	feição/peculiaridade/acção/acção/feito/feito/ato/ato/ação/ação/situação/condição/estado
ativo	posse/propriedade/bem
ativos	posse/propriedade/bem
atleta	competidor/contendor
atletismo	esporte
atmosfera	gás/região/qualidade
ato	acção/feito/ação/atuação/atuação/acontecimento/evento/fato/representação/interpretação
ator	actor/artista/intérprete/intérprete
atos	atividade/ocupação
atractor	ponto
atrapalhação	acção/feito/ato/ação/obstrução/impedimento/dificuldade/problema/obstáculo/obstáculo
atrasador	alguém/indivíduo/alma/pessoa
atraso	retardar/adiar/ociosidade
atratividade	qualidade
atração	característica/qualidade/artista/qualidade/força/força
atresia	anormalidade
atribuição	categorização/classificação
atributo	conceito/concepção/idéia/ideia/abstração/predicado/característica/propriedade
atrito	decréscimo/recontro/confronto/conflito/queda/diminuição/abatimento
atriz	actor/ator/artista/intérprete
atrofia	sintoma
atropina	toxinas/peçonha/veneno/tóxico
atríplex	erva
atuador	mecanismo
atualização	notícias/informação
atuação	manifestação/atividade/ocupação/reflexão
audiograma	afiguração/representação/imagem/figura/ilustração/desenho
audiometria	mensuração/mensuração/medição/medição/medida/medida
audição	percepção/percepção/teste
audiência	oportunidade/chance/gente/povo/massa
audiências	reunião
auge	etapa/tempo/período/ápice/nível/fase/grau
augúrio	experiência
aula	etapa/tempo/período/reunião
aumento	acrescentamento/acrescentamento/acrescentamento/alteração/modificação/variação/mudança/crescimento/quantidade/número
aupair	estrangeira/estrangeiro
aura	sintoma/qualidade
auripigmento	minérios/mineral
auroque	bovídeos
aurora	etapa/hora/tempo/período
ausculta	ouvida/escuta
auscultação	ouvida/escuta
ausente	turista/viajante
auspício	endosso
australiano	habitante/morador
austríaco	europeu
ausência	escassez/necessidade/deficiência/falta/carência/carência/falta/intervalo/tempo
autarquia	independência/liberdade
autenticação	marcadores/marca/selo
autenticidade	realidade
auto-ajuda	auxílio/socorro/ajuda/assistência
auto-alimentação	resposta/resultado
auto-controle	controlo/firmeza/controle
auto-destruição	assassinato/destruição/homicídio/devastação/morte
auto-estima	orgulho/orgulho
auto-estrada	via/rodovia/estrada/caminho
auto-monitorização	controlo/controle
autobiografia	biografia
autoclave	vasilhame/vasilha/vaso
autocracia	doutrina/ideologia/filosofia
autocrata	governante/governador
autocratismo	ideologia
autodeterminação	autonomia/liberalismo
autodidata	alguém/indivíduo/alma/pessoa
autoerotismo	transa/sexo
autoestima	auto-estima/orgulho
autoestradas	via/rodovia/estrada/caminho
autogoverno	autonomia/liberalismo
autonomia	independência/independência/liberdade/liberdade
autor	comunicador/fazedor
autora	autor/escritor
autoridade	alguém/especialista/indivíduo/alma/pessoa/livro
autorização	gestão/administração/aplauso/aplauso/aprovação/aprovação
autotrofismo	flora/planta/vegetal
autócrata	governante/governador
autóctone	alguém/indivíduo/alma/pessoa
autógrafo	documentos
autópsia	inspecionar/examinar
autômato	mecanismo
auxiliar	criado/ajudante/assistente/servidor
auxilio	ajuda
auxílio	pagamento/atividade/ocupação/recompensa
avaliador	autoridade/julgador
avaliação	critica/critica/juízo/juízo/julgamento/julgamento/categorização/classificação
avanço	traslado/deslocamento/movimento
avaria	alteração/prédio/modificação/variação/edifício/mudança/desastre
avc	ataque
ave	vianda/carne/vertebrado
aveia	farinhas/cereal
aveleiro	madeira
avenida	via/rodovia/estrada/caminho
avental	vestido
aventura	industria/empresa/negócio/comércio/projeto/tarefa
aventurança	causador/causa
aversão	abalo/comoção/emoção/sentimento/nojo/nojo/asco/asco/repugnância/repugnância/náusea/náusea/ódio/ódio/abominação/abominação/repulsa/repulsa
aviação	colecção/física/coleção/aglomeração/acúmulo/travessia/indústria/viagem
aviso	afirmação/declaração
aviário	prédio/edifício
avião	mulher
avó	vovozinha/vovó/avós/antepassado/avô
avós	antepassado
avô	homem/avós/idoso/antepassado/avó/velho
axioma	locução/provérbio/ditado/expressão/idioma
azar	circunstâncias/ensejo/sina/fenómeno/fenômeno/destino/sorte/sorte/problema/infortúnio
azatioprina	medicamento/remédio
azeitona	fruto/fruta
azimute	ângulo/ângulo/ângulos/ângulos
azorrague	chibata/açoite/chicote
azoto	gás
azul	corante/tintura/cor
azul-de-bromofenol	corante/tintura/cor
açafrão	aromatizante/condimento/tempero
açafrão-bastardo	erva
açafrão-da-terra	erva
açaime	restrição/limitação
açaimo	restrição/limitação
aço	liga
açoite	chibata/chicote/aparelho/instrumento/ferramenta
ação	acção/feito/ato/acontecimento/evento/fato/situação/condição/estado/tarefa/trabalho
açúcar	adoçante
açúcardebeterraba	açúcar
b	caracter/caractér/carácter/letra
babucha	equino/equídeo/ungulados
babá	mulher
bacanal	festival/festival
bach	música
bacia	vasilhame/vasilha/vaso/conteúdo/região
bactericida	medicamento/remédio
bactericidas	química/substância
bacterioclorofila	pigmentos/pigmento
bactéria	microorganismo/microrganismo
baeta	têxteis/têxteis/pano/pano/tecido/tecido/fazenda/fazenda
bafómetro	aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
bafômetro	aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
baga	fruto/fruta/fruta
bagatela	objeto
bagel	pãozinho
bagunça	desordem/situação/condição/estado
bailarina	intérprete
bailarino	intérprete
baile	festa/recreaçao/diversão/balada/festa
bailiado	jurisdição
bainha	aba/aba/borda/borda/fronteira/fronteira/limite/limite
bairro	cercania/circunscrição/comarca/districto/distrito/território/anexo/proximidade/vizinho/vizinhança/domínio/comunidade/vizinhança
baixio	água
baixista	instrumentalista/instrumentista/tocador/músico
baixistas	instrumentalista/instrumentista/tocador/músico
baixo	instrumento/instrumento
baklava	pastel
bala	petisco/guloseima/doce
balada	poema/poema/poesia/poesia/acontecimento/festa/cantiga/canção
baladas	poema/poesia
baladeira	brinquedo
balaio	cesta/cesto
balancé	brinquedo
balancê	brinquedo
balanite	inflamação
balança	metro
balanço	brinquedo/registro
balastro	materiais
balaustrada	barreira/obstáculo
balaústre	encosto/apoio/suporte
balconista	assalariado/empregado/operário
balcânico	europeu
balcão	edifício/edifício/tecido/tecido/estrutura/estrutura/mesa
balde	vasilhame/vasilha/vaso/contentor/contêiner/recipiente
baldeação	transporte/transferência
bale	música
baleeiro	embarcação/navios/navio/barco
ballet	música
baloiço	brinquedo
balsa	batel/transportação/bote/escaler/transporte/barco/expedição
baluarte	defesa
balão	brinquedo
balé	música
balê	música
balística	trajectória/trajetória
bambu	madeira/ervas/ervas/gramínea/gramínea/gramíneas/gramíneas/erva/erva
banalidade	comentário/observação
banana	fruta
bananeira	erva
banca	boutique/loja/venda/finança
bancarrota	insolvência
bancas	boutique/loja/venda
banco	assento/assento/cadeira/cadeira
banda	anatomia/artefato/ornamento/decoração
bandana	lenço
bandeira	naipe/naipe/emblema/emblema
bando	aglomeração/reunião
bangalô	vivenda/habitação/casa
banha	óleo
banheira	vasilhame/vasilhame/vasilhame/vasilha/vasilha/vasilha/vaso/vaso/vaso
banheiro	aposento/aposento/aposento/quarto/quarto/quarto/sala/sala/sala
banhista	turista/viajante
banho	vasilhame/vasilha/vaso/limpada/limpeza
banimento	rejeição
banqueiro	gestor/director/dirigente/administrador/diretor/gerente
banqueta	assento/cadeira
banquete	repasto/refeição/balada/festa
banquinho	assento/cadeira
banshee	espírito/espírito/alma/alma/fantasma/fantasma
baptismo	batismo
baquelite	plastico/plásticos/plástico
baqueta	bastão/pau/vara
bar	aposento/quarto/sala
baralho	cartão/carta/pacote
barao	homemdenegócios/empresário/negociante/comerciante
barba	cabelo
barbacã	torres/roque/torre
